#
#--------------------------------------------------------------------------------
##GEOMETRIC_PROPERTIESASTER 16.07.09 CONCEPT 00000033 CALCULE LE 26/01/2026 A 13:54:51 DE TYPE        
#TABLE_SDASTER                                                                   
LIEU,ENTITE,MASSE,CDG_X,CDG_Y,CDG_Z,IX_G,IY_G,IZ_G,IXY_G,IXZ_G,IYZ_G,IX_PRIN_G,IY_PRIN_G,IZ_PRIN_G,ALPHA,BETA,GAMMA
00000001                ,TOUT    , 5.00000E+06, 1.96906E+02,-2.74307E+02, 1.00000E+02, 4.16708E+11, 1.04208E+11, 5.20833E+11,-2.47955E-05,-3.61524E-07,-6.80416E-07, 1.04208E+11, 4.16708E+11, 5.20833E+11, 9.00000E+01,-0.00000E+00, 1.80000E+02

